0.200044 0
0.40054 0
0.600011 0
0.800071 0
1.000072 0
1.200056 0
1.400119 0
1.600023 0
1.800551 0
2.000231 0
2.200095 0
2.400007 0
2.600279 0
2.800183 0
3.000022 0
3.200828 22500
3.40008 22500
3.600205 30000
3.803571 30000
4.000065 27500
4.205357 27500
4.411375 30000
4.600125 22500
4.800125 30000
5.000003 32500
5.20075 27500
5.400003 32500
5.600014 27500
5.80825 27500
6.000209 30000
6.200125 30000
6.400125 30000
6.600065 17500
6.800152 0
7.000349 0
7.200029 0
7.400031 0
7.600014 0
7.800077 0
8.00014 0
8.200509 0
8.400189 0
8.600053 0
8.800174 0
9.000237 0
9.200141 0
9.400299 0
9.600203 0
9.800042 0
9.971915 0
