0.200044 223800
0.40054 499200
0.600011 478400
0.800071 473200
1.000072 504400
1.200056 499200
1.400119 499200
1.600023 499200
1.800551 499200
2.000231 499200
2.200095 499200
2.400007 504400
2.600279 499200
2.800183 499200
3.000022 499200
3.200828 442000
3.40008 176800
3.600205 192400
3.803571 140400
4.000065 104000
4.205357 208000
4.411375 57200
4.600125 182000
4.800125 98800
5.000003 93600
5.20075 171600
5.400003 52000
5.600014 98800
5.80825 161200
6.000209 104000
6.200125 46800
6.400125 150800
6.600065 260000
6.800152 499200
7.000349 478400
7.200029 499200
7.400031 504400
7.600014 499200
7.800077 499200
8.00014 499200
8.200509 499200
8.400189 499200
8.600053 499200
8.800174 504400
9.000237 499200
9.200141 499200
9.400299 478400
9.600203 499200
9.800042 499200
9.971915 426400
